epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.1906,2.13933,4.48641,2.22495,0,0,0,0,1.92,3.90841,2.14882,0.0002858,0.0002858,0.0002858
2,93.0098,1.82388,3.8471,2.07363,0,0,0,0,1.81307,3.84357,1.94669,0.000574289,0.000574289,0.000574289
3,119.866,1.7423,3.62182,2.01909,0,0,0,0,2.12403,3.48801,2.27531,0.000850895,0.000850895,0.000850895
